time,bubbleID,x,y,u,v,D,Vrel,Re,Cd,Fb,Fdy,Fhist,FtotY,FT,Fdx,FtotX
0.0,5,0.043008951902823896,-2.351157222665603e-06,0.0,0.0,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,0,-3.030681678717507e-06,0.00019568444380231153,-0.0,0.00019568444380231153
0.010003334444814937,5,0.043303487830164376,-0.0001586238692347561,0.015180904568103636,-0.00023511572226656027,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,0.00019537682232101392,-0.00019840750399973143,0.00019414106272924787,-1.016368293694435e-05,0.00018397737979230353
0.020006668889629875,5,0.04373162938605429,-0.0004244241944161087,0.029453592734048316,-0.01562727120120905,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,0.00013815227594986815,-0.00014118295762858567,0.00021047881903012524,-3.8258889748143386e-05,0.00017221992928198186
0.030010003334444812,5,0.04426730842987572,-0.000780084886656474,0.04281415558899121,-0.02658003251813526,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,0.00011280086096045106,-0.00011583154263916857,0.00021945844701203395,-8.08407946885265e-05,0.00013861765232350744
0.04001333777925975,5,0.044878657424623485,-0.0012138819349028847,0.05356790438214325,-0.03556606922403653,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,9.768841116050696e-05,-0.00010071909283922446,0.00022409072078682465,-0.0001265508660756643,9.753985471116036e-05
0.05001667222407469,5,0.04553691218070312,-0.0017178144828391493,0.06113489947477681,-0.043379704824641055,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,8.737517118753706e-05,-9.040585286625456e-05,0.00022529154834533536,-0.00016482922361248767,6.0462324732847686e-05
0.060020006668889625,5,0.04553691218070312,-0.002285976543689637,0.06582547560796359,-0.05039325479362646,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,7.976225370881584e-05,-8.279293538753334e-05,0.00022350587709387456,-0.00019109257802778465,3.2413299066089916e-05
0.07002334111370456,5,0.04553691218070312,-0.0029137779872029095,0.06834005055474278,-0.056816206085048775,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,7.384549768677944e-05,-7.687617936549694e-05,0.0002329497236142355,-0.00020597115275667897,2.6978570857556523e-05
0.0800266755585195,5,0.04553691218070312,-0.003597518815912146,0.0704330074685082,-0.06278014435132726,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,6.907613797493408e-05,-7.210681965365158e-05,0.00024171867033174503,-0.0002187803305755419,2.293833975620314e-05
0.09003001000333444,5,0.04553691218070312,-0.004334134267699635,0.07221252933556804,-0.06837408287092364,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,6.512560744033798e-05,-6.815628911905548e-05,0.0002499435959814155,-0.00022997515598563543,1.996843999578008e-05
0.10003334444814937,5,0.04553691218070312,-0.005121031644926609,0.07376165085008192,-0.07366154517874884,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,6.17835760540429e-05,-6.48142577327604e-05,0.0002577179010090716,-0.00023994796124453374,1.7769939764537834e-05
0.11003667889296431,5,0.04553691218070312,-0.005955980373744789,0.07514021602626386,-0.07868973772269743,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,5.890832839733972e-05,-6.193901007605723e-05,0.0002651109943870782,-0.0002490007680982948,1.61102262887834e-05
0.12004001333777925,5,0.04553691218070312,-0.006837034864703807,0.07639002312951856,-0.08349487288181796,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,5.640043048022553e-05,-5.9431112158943036e-05,0.0002721761201981563,-0.00025735291463735324,1.4823205560803043e-05
0.1300433477825942,5,0.04553691218070312,-0.007762478577521601,0.07753998510216913,-0.08810544909590187,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,5.418778083966406e-05,-5.7218462518381566e-05,0.00027895518050247213,-0.00026515952636953493,1.3795654132937201e-05
0.14004668222740912,5,0.04553691218070312,-0.008730782340252912,0.07861023118191504,-0.0925443712817793,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,5.221665217441725e-05,-5.5247333853134755e-05,0.0002854818530455498,-0.00027252977339157846,1.2952079653971347e-05
0.15005001667222406,5,0.04553691218070312,-0.00974057256857716,0.07961503402349428,-0.09683037627313106,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,5.0446078605614156e-05,-5.347676028433166e-05,0.00029178368712264795,-0.0002795412985227883,1.224238859985963e-05
0.160053351117039,5,0.04553691218070312,-0.010790606553515766,0.08056478010145979,-0.10097902283242492,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.884420558025348e-05,-5.1874887258970984e-05,0.000297883559221245,-0.0002862505041458879,1.1633055075357078e-05
0.17005668556185394,5,0.04553691218070312,-0.011879752916787896,0.0814672550018811,-0.10500339849386046,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.738583971923968e-05,-5.0416521397957185e-05,0.0003038007123121658,-0.00029269949598028776,1.1101216331878044e-05
0.18006002000666887,5,0.04553691218070312,-0.013006975922598224,0.08232847065320986,-0.10891463632721297,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.605075864995605e-05,-4.9081440328673554e-05,0.0003095515156620431,-0.00029892064044471434,1.0630875217328758e-05
0.1900633544514838,5,0.04553691218070312,-0.014171322719622048,0.08315319794892032,-0.11272230058103275,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.4822517074073756e-05,-4.785319875279126e-05,0.00031515003185539505,-0.0003049395257560468,1.0210506099348274e-05
0.20006668889629875,5,0.04553691218070312,-0.015371912845102132,0.08394531364127876,-0.1164346797023824,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.368758559376853e-05,-4.671826727248603e-05,0.0003206084476298131,-0.0003107768928644364,9.831554765376725e-06
0.2100700233411137,5,0.04553691218070312,-0.01660792950018413,0.08470803085961855,-0.12005901254800838,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.263471796790399e-05,-4.56653996466215e-05,0.00032593740648063067,-0.0003164499128922351,9.487493588395551e-06
0.22007335778592862,5,0.04553691218070312,-0.017878612229828332,0.08544405632979558,-0.12360166550819982,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.165447847812298e-05,-4.4685160156840484e-05,0.0003311462690911303,-0.00032197305137227246,9.173217718857823e-06
0.23007669223074356,5,0.04553691218070312,-0.01918325072933223,0.08615570075112272,-0.12706827296442014,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,4.073888362659942e-05,-4.376956530531692e-05,0.0003362433198513633,-0.0003273586691275657,8.884650723797564e-06
0.2400800266755585,5,0.04553691218070312,-0.02052117956390457,0.08684495857937995,-0.13046384995038976,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.988112685440792e-05,-4.2911808533125424e-05,0.00034123593250691805,-0.00033261745241120085,8.6184800957172e-06
0.25008336112037344,5,0.04553691218070312,-0.021891773635212927,0.08751356729100221,-0.1337928834572342,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.907536446420278e-05,-4.210604614292029e-05,0.000346130704407456,-0.00033775872969980846,8.371974707647566e-06
0.2600866955651884,5,0.04553691218070312,-0.023294444264316105,0.08816305248570563,-0.13705940713083595,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.831654728917693e-05,-4.134722896789444e-05,0.0003509335663363357,-0.0003427907111359739,8.142855200361798e-06
0.2700900300100033,5,0.04553691218070312,-0.024728635787254063,0.08879476293394883,-0.1402670629103176,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.760028698681702e-05,-4.0630968665534526e-05,0.0003556498731394136,-0.0003477206736422852,7.929199497128396e-06
0.28009336445481825,5,0.04553691218070312,-0.026193822580134744,0.08940989829437108,-0.14341915229379573,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.692274884338972e-05,-3.9953430522107224e-05,0.0003602844791025292,-0.0003525551068049839,7.72937229754527e-06
0.2900966988996332,5,0.04553691218070312,-0.027689506446471883,0.09000953136146823,-0.14651867928806825,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.628056509285845e-05,-3.9311246771575955e-05,0.00036484180110164143,-0.00035729982970746766,7.541971394173772e-06
0.3001000333444481,5,0.04553691218070312,-0.02921521431196413,0.09059462614859391,-0.14956838663371377,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.567076426629939e-05,-3.87014459450169e-05,0.00036932587186561507,-0.000361960085774345,7.365786091270048e-06
0.31010336778926306,5,0.04553691218070312,-0.030770496181712344,0.09116605274514852,-0.152570786549225,0.007890108749459486,0.23916129784555604,1887.0086486633077,1.8039726302537584,0.002522537383919205,0.002522537383919205,3.5090713181997234e-05,-3.812139486071474e-05,0.0003737403851801873,-0.00036654062065560026,7.199764524587027e-06
0.320106702234078,11,0.0427000853927251,-2.351157222666324e-06,0.0,0.0,0.0038556683363316045,0.23827492827665334,918.7090962979763,0.8881201672061201,0.0002943660027720333,0.0002943660027720334,0,-3.536635996461237e-07,-2.362475281609895e-05,-0.0,-2.362475281609895e-05
